Hazard Type,Date & Time,District,Latitude,Longitude,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Source,Magnitude,Depth (km),Intensity,Seismic Wave Data,Aftershocks,Casualties & Injuries,Infrastructure Damage,Response & Recovery Measures
Landslide,2016-08-03 01:24:15,Hunza,35.7786,76.4768,Mudslide,Glacier Melting,35.5,Hilly,Silt,34.7,3296.4,7.27,Geological Survey Report,,,,,,,,,
Landslide,2014-09-17 06:57:04,Hunza,35.2329,74.8437,Debris Flow,Earthquake,73.0,Mountainous,Sand,17.7,1361.8,9.12,Geological Survey Report,,,,,,,,,
Landslide,2019-05-31 14:37:39,Hunza,35.3687,76.7545,Rockfall,Glacier Melting,55.6,Mountainous,Rocky,44.5,4363.8,3.78,Geological Survey Report,,,,,,,,,
Landslide,2022-11-14 14:37:50,Hunza,35.8496,75.367,Rockfall,Earthquake,62.4,Valley,Silt,120.2,3813.5,1.59,Geological Survey Report,,,,,,,,,
Landslide,2020-12-08 22:25:04,Hunza,35.1008,75.9215,Rockfall,Glacier Melting,73.1,Valley,Rocky,36.8,3252.5,3.14,Geological Survey Report,,,,,,,,,
Landslide,2021-03-08 01:22:59,Hunza,36.194,74.4595,Debris Flow,Glacier Melting,68.3,Valley,Sand,149.1,3222.3,8.13,Geological Survey Report,,,,,,,,,
Landslide,2018-04-27 11:17:57,Hunza,35.9505,76.3001,Rockfall,Earthquake,69.9,Valley,Silt,21.8,2409.1,0.53,Geological Survey Report,,,,,,,,,
Landslide,2014-11-21 10:30:02,Hunza,35.4862,76.403,Mudslide,Glacier Melting,50.2,Valley,Silt,175.8,2814.0,7.59,Geological Survey Report,,,,,,,,,
Landslide,2022-12-06 00:52:06,Hunza,35.4938,74.0446,Mudslide,Glacier Melting,50.1,Hilly,Rocky,29.9,2128.5,0.6,Geological Survey Report,,,,,,,,,
Landslide,2019-08-28 08:37:09,Hunza,36.7863,74.9486,Rockfall,Earthquake,24.4,Hilly,Sand,83.6,2912.9,7.94,Geological Survey Report,,,,,,,,,
Landslide,2014-09-07 17:39:39,Hunza,36.646,76.4919,Debris Flow,Glacier Melting,32.3,Valley,Clay,93.3,3766.3,0.87,Geological Survey Report,,,,,,,,,
Landslide,2013-12-13 06:20:45,Hunza,35.3712,75.5759,Rockfall,Heavy Rainfall,44.5,Hilly,Clay,143.0,892.4,4.32,Geological Survey Report,,,,,,,,,
Landslide,2019-12-02 20:07:02,Hunza,36.8718,74.4916,Debris Flow,Earthquake,23.5,Hilly,Rocky,103.6,2478.6,6.33,Geological Survey Report,,,,,,,,,
Landslide,2019-04-20 02:16:17,Hunza,35.7923,76.4202,Rockfall,Glacier Melting,46.1,Hilly,Sand,129.7,2798.7,5.52,Geological Survey Report,,,,,,,,,
Landslide,2015-01-18 21:21:25,Hunza,36.1935,76.322,Debris Flow,Glacier Melting,40.9,Valley,Silt,179.0,1525.0,6.59,Geological Survey Report,,,,,,,,,
Landslide,2014-11-15 05:36:02,Hunza,35.5028,74.4635,Rockfall,Heavy Rainfall,50.7,Mountainous,Silt,123.1,3295.5,9.78,Geological Survey Report,,,,,,,,,
Landslide,2019-08-27 11:54:52,Hunza,35.3397,74.1355,Rockfall,Heavy Rainfall,47.0,Valley,Rocky,16.6,1300.6,3.1,Geological Survey Report,,,,,,,,,
Landslide,2017-03-01 16:33:18,Hunza,35.9426,75.3769,Debris Flow,Heavy Rainfall,75.6,Mountainous,Silt,27.1,377.2,5.5,Geological Survey Report,,,,,,,,,
Landslide,2018-10-30 10:45:33,Hunza,36.7879,76.9124,Mudslide,Heavy Rainfall,32.3,Mountainous,Silt,127.1,2289.6,0.6,Geological Survey Report,,,,,,,,,
Landslide,2022-10-01 06:20:30,Hunza,36.3999,74.8786,Mudslide,Heavy Rainfall,50.8,Hilly,Sand,154.4,3662.3,5.01,Geological Survey Report,,,,,,,,,
Landslide,2021-07-10 00:02:59,Hunza,35.797,75.5683,Rockfall,Earthquake,70.3,Mountainous,Silt,170.7,2453.5,8.31,Geological Survey Report,,,,,,,,,
Landslide,2016-06-05 01:23:10,Hunza,36.6314,75.7834,Rockfall,Glacier Melting,42.8,Valley,Rocky,37.1,785.6,5.22,Geological Survey Report,,,,,,,,,
Landslide,2016-06-24 21:00:14,Hunza,36.1604,76.5205,Mudslide,Earthquake,55.8,Hilly,Sand,189.1,4627.4,1.99,Geological Survey Report,,,,,,,,,
Landslide,2013-11-18 14:43:44,Hunza,35.3824,75.2654,Rockfall,Heavy Rainfall,48.9,Hilly,Sand,93.2,1316.8,6.16,Geological Survey Report,,,,,,,,,
Landslide,2016-10-14 12:18:04,Hunza,35.3803,74.4191,Mudslide,Heavy Rainfall,65.5,Mountainous,Rocky,185.2,4583.5,7.26,Geological Survey Report,,,,,,,,,
Landslide,2013-01-05 04:25:47,Hunza,36.4244,74.8047,Debris Flow,Glacier Melting,32.9,Valley,Clay,154.2,2007.8,5.44,Geological Survey Report,,,,,,,,,
Landslide,2013-08-22 04:45:33,Hunza,36.3334,76.4043,Rockfall,Earthquake,29.1,Hilly,Sand,127.6,3285.7,3.45,Geological Survey Report,,,,,,,,,
Landslide,2014-08-24 13:06:45,Hunza,36.3688,75.054,Mudslide,Glacier Melting,35.4,Valley,Silt,24.5,1588.6,5.64,Geological Survey Report,,,,,,,,,
Landslide,2022-02-27 16:57:27,Hunza,35.4038,76.5998,Debris Flow,Heavy Rainfall,74.3,Mountainous,Clay,118.1,174.6,4.63,Geological Survey Report,,,,,,,,,
Landslide,2018-01-01 10:59:11,Hunza,36.6342,75.875,Mudslide,Glacier Melting,21.2,Mountainous,Silt,117.2,1120.0,4.14,Geological Survey Report,,,,,,,,,
Landslide,2017-11-01 03:58:10,Hunza,36.921,74.7326,Rockfall,Earthquake,70.4,Hilly,Silt,137.1,4132.5,1.38,Geological Survey Report,,,,,,,,,
Landslide,2013-04-13 17:41:28,Hunza,36.1402,76.3089,Rockfall,Glacier Melting,62.5,Valley,Clay,175.4,622.3,6.63,Geological Survey Report,,,,,,,,,
Landslide,2015-09-30 13:32:43,Hunza,36.8417,75.1915,Rockfall,Heavy Rainfall,66.7,Mountainous,Silt,106.4,1048.7,5.73,Geological Survey Report,,,,,,,,,
Landslide,2019-12-03 07:47:27,Hunza,35.8038,75.8414,Rockfall,Earthquake,25.4,Valley,Rocky,96.0,221.0,7.71,Geological Survey Report,,,,,,,,,
Landslide,2021-05-29 13:45:45,Hunza,35.416,75.8955,Mudslide,Glacier Melting,75.3,Valley,Sand,157.7,4017.3,5.56,Geological Survey Report,,,,,,,,,
Landslide,2017-05-07 16:02:03,Hunza,36.4047,75.0953,Mudslide,Heavy Rainfall,27.9,Hilly,Silt,163.1,3901.6,7.09,Geological Survey Report,,,,,,,,,
Landslide,2018-05-21 17:18:12,Hunza,35.5038,75.0967,Mudslide,Heavy Rainfall,30.4,Valley,Rocky,145.3,1341.8,5.29,Geological Survey Report,,,,,,,,,
Landslide,2014-06-27 08:30:29,Hunza,36.3313,74.7762,Rockfall,Glacier Melting,23.7,Mountainous,Silt,179.6,2181.2,4.26,Geological Survey Report,,,,,,,,,
Landslide,2014-10-25 14:49:40,Hunza,35.5566,74.6209,Debris Flow,Glacier Melting,24.0,Valley,Rocky,152.1,3016.9,5.06,Geological Survey Report,,,,,,,,,
Landslide,2017-06-11 00:09:06,Hunza,36.3443,75.3532,Debris Flow,Earthquake,58.9,Valley,Clay,13.0,1498.7,9.27,Geological Survey Report,,,,,,,,,
Landslide,2014-11-08 16:27:39,Hunza,36.7705,75.5133,Debris Flow,Heavy Rainfall,64.1,Valley,Silt,51.7,341.3,4.0,Geological Survey Report,,,,,,,,,
Landslide,2020-09-10 04:21:32,Hunza,36.2676,74.8394,Mudslide,Glacier Melting,46.2,Mountainous,Sand,140.7,3533.7,0.78,Geological Survey Report,,,,,,,,,
Landslide,2022-07-09 09:52:22,Hunza,35.5312,76.4145,Rockfall,Earthquake,51.4,Hilly,Silt,124.3,4059.3,0.46,Geological Survey Report,,,,,,,,,
Landslide,2019-02-07 20:05:24,Hunza,36.0227,75.7229,Mudslide,Heavy Rainfall,31.4,Mountainous,Sand,24.3,4361.8,0.17,Geological Survey Report,,,,,,,,,
Landslide,2020-08-31 16:55:44,Hunza,35.5268,75.8883,Mudslide,Glacier Melting,35.7,Hilly,Rocky,62.0,1294.4,0.69,Geological Survey Report,,,,,,,,,
Landslide,2021-10-01 13:12:08,Hunza,35.25,74.0269,Rockfall,Glacier Melting,45.7,Valley,Silt,56.1,216.5,4.17,Geological Survey Report,,,,,,,,,
Landslide,2019-07-08 16:17:38,Hunza,36.9474,75.7282,Rockfall,Earthquake,59.1,Mountainous,Silt,83.6,4045.7,8.63,Geological Survey Report,,,,,,,,,
Landslide,2017-12-04 12:15:24,Hunza,35.0805,76.1641,Mudslide,Earthquake,44.3,Valley,Rocky,182.0,4972.4,9.1,Geological Survey Report,,,,,,,,,
Landslide,2016-06-08 04:56:28,Hunza,35.4444,75.2451,Mudslide,Earthquake,64.8,Valley,Clay,192.7,1039.8,6.51,Geological Survey Report,,,,,,,,,
Landslide,2018-09-02 08:39:07,Hunza,35.4129,74.3804,Debris Flow,Heavy Rainfall,75.5,Mountainous,Rocky,165.8,563.5,4.39,Geological Survey Report,,,,,,,,,
Landslide,2017-07-04 11:15:09,Hunza,35.9442,76.1672,Debris Flow,Earthquake,76.4,Valley,Rocky,13.3,4870.5,4.51,Geological Survey Report,,,,,,,,,
Landslide,2019-07-04 12:52:07,Hunza,36.4093,75.42,Debris Flow,Heavy Rainfall,51.6,Hilly,Silt,42.7,126.6,7.87,Geological Survey Report,,,,,,,,,
Landslide,2018-07-29 16:17:21,Hunza,35.9849,74.593,Rockfall,Glacier Melting,46.2,Valley,Clay,151.9,4295.7,6.96,Geological Survey Report,,,,,,,,,
Landslide,2017-12-23 07:49:53,Hunza,36.9646,75.4595,Debris Flow,Earthquake,35.5,Hilly,Sand,188.0,1079.0,3.54,Geological Survey Report,,,,,,,,,
Landslide,2013-11-25 14:00:35,Hunza,36.0805,74.7951,Debris Flow,Heavy Rainfall,45.5,Hilly,Clay,109.0,2266.5,5.96,Geological Survey Report,,,,,,,,,
Landslide,2013-03-21 22:44:05,Hunza,35.3505,75.4755,Debris Flow,Glacier Melting,46.8,Valley,Rocky,170.4,900.4,7.48,Geological Survey Report,,,,,,,,,
Landslide,2018-09-13 06:18:30,Hunza,36.8003,75.4276,Debris Flow,Glacier Melting,54.0,Mountainous,Silt,17.7,4051.6,3.04,Geological Survey Report,,,,,,,,,
Landslide,2022-09-06 07:20:59,Hunza,36.6471,74.8871,Rockfall,Heavy Rainfall,21.9,Hilly,Silt,193.6,3829.0,0.95,Geological Survey Report,,,,,,,,,
Landslide,2016-06-23 05:03:09,Hunza,36.4241,74.814,Rockfall,Glacier Melting,61.4,Valley,Sand,58.4,3774.7,1.16,Geological Survey Report,,,,,,,,,
Landslide,2015-09-03 05:20:13,Hunza,36.3896,74.2891,Debris Flow,Heavy Rainfall,43.3,Hilly,Sand,73.5,3159.0,3.29,Geological Survey Report,,,,,,,,,
Landslide,2014-11-25 19:02:11,Hunza,36.3801,74.7258,Rockfall,Heavy Rainfall,76.0,Mountainous,Silt,173.5,1419.5,5.9,Geological Survey Report,,,,,,,,,
Landslide,2019-02-07 18:13:46,Hunza,35.7569,75.8584,Mudslide,Glacier Melting,34.6,Hilly,Rocky,57.6,3094.9,9.87,Geological Survey Report,,,,,,,,,
Landslide,2016-12-06 23:24:40,Hunza,35.8661,74.4548,Debris Flow,Glacier Melting,78.2,Hilly,Silt,175.1,994.4,5.89,Geological Survey Report,,,,,,,,,
Landslide,2015-12-02 13:23:42,Hunza,36.8124,76.254,Mudslide,Glacier Melting,75.2,Hilly,Sand,80.0,4474.3,0.89,Geological Survey Report,,,,,,,,,
Landslide,2013-11-01 14:40:20,Hunza,35.082,76.8038,Mudslide,Heavy Rainfall,61.9,Hilly,Rocky,71.7,291.2,8.15,Geological Survey Report,,,,,,,,,
Landslide,2014-01-10 03:49:14,Hunza,36.596,75.6847,Rockfall,Glacier Melting,28.2,Hilly,Clay,49.9,3380.4,9.82,Geological Survey Report,,,,,,,,,
Landslide,2014-07-09 01:00:42,Hunza,35.3337,74.3479,Mudslide,Earthquake,40.8,Valley,Sand,37.1,4112.1,7.92,Geological Survey Report,,,,,,,,,
Landslide,2019-05-24 16:13:12,Hunza,35.176,75.4061,Rockfall,Earthquake,47.1,Mountainous,Sand,164.0,811.1,7.42,Geological Survey Report,,,,,,,,,
Landslide,2016-12-08 18:45:26,Hunza,35.051,76.2851,Rockfall,Glacier Melting,20.3,Hilly,Sand,144.5,3341.8,2.59,Geological Survey Report,,,,,,,,,
Landslide,2021-07-18 22:44:51,Hunza,36.4919,75.4068,Rockfall,Earthquake,70.7,Hilly,Sand,17.0,1344.0,1.59,Geological Survey Report,,,,,,,,,
Landslide,2020-10-24 17:20:58,Hunza,36.8466,74.5792,Debris Flow,Heavy Rainfall,22.9,Valley,Clay,180.4,4541.3,6.6,Geological Survey Report,,,,,,,,,
Landslide,2013-05-06 11:52:04,Hunza,36.5878,74.7774,Mudslide,Glacier Melting,71.4,Mountainous,Silt,196.5,601.3,8.27,Geological Survey Report,,,,,,,,,
Landslide,2021-10-24 07:43:57,Hunza,36.8817,75.406,Rockfall,Heavy Rainfall,71.5,Hilly,Sand,60.1,3194.8,3.24,Geological Survey Report,,,,,,,,,
Landslide,2020-08-09 00:35:58,Hunza,35.7484,74.3988,Mudslide,Glacier Melting,34.5,Hilly,Silt,136.5,1712.7,8.31,Geological Survey Report,,,,,,,,,
Landslide,2022-08-28 11:47:03,Hunza,35.3444,76.5087,Rockfall,Earthquake,31.3,Mountainous,Clay,69.2,1764.4,7.3,Geological Survey Report,,,,,,,,,
Landslide,2015-01-05 14:09:16,Hunza,36.2249,76.4922,Mudslide,Earthquake,72.6,Hilly,Rocky,60.6,896.3,4.26,Geological Survey Report,,,,,,,,,
Landslide,2016-09-05 04:34:43,Hunza,35.4001,76.0105,Debris Flow,Earthquake,42.7,Hilly,Rocky,48.5,3629.5,3.53,Geological Survey Report,,,,,,,,,
Landslide,2022-02-06 14:18:05,Hunza,36.9268,75.3806,Mudslide,Heavy Rainfall,77.6,Mountainous,Clay,106.8,1868.1,3.0,Geological Survey Report,,,,,,,,,
Landslide,2021-08-11 21:20:35,Hunza,36.2968,74.8401,Mudslide,Glacier Melting,39.9,Valley,Sand,29.1,1707.0,4.55,Geological Survey Report,,,,,,,,,
Landslide,2022-04-08 18:38:57,Hunza,36.5482,76.8899,Rockfall,Earthquake,38.7,Hilly,Clay,144.5,476.1,4.59,Geological Survey Report,,,,,,,,,
Landslide,2017-01-24 04:52:03,Hunza,36.8995,75.7551,Mudslide,Earthquake,59.4,Mountainous,Sand,159.0,2629.8,6.57,Geological Survey Report,,,,,,,,,
Landslide,2015-10-25 23:50:21,Hunza,36.7347,74.2826,Rockfall,Heavy Rainfall,21.9,Mountainous,Clay,144.1,4664.2,0.45,Geological Survey Report,,,,,,,,,
Landslide,2015-05-03 08:22:44,Hunza,36.6667,76.3323,Rockfall,Earthquake,69.9,Hilly,Sand,102.3,1764.5,3.44,Geological Survey Report,,,,,,,,,
Landslide,2018-10-25 19:29:25,Hunza,35.6402,74.605,Debris Flow,Heavy Rainfall,53.1,Hilly,Silt,92.9,1309.4,9.28,Geological Survey Report,,,,,,,,,
Landslide,2017-01-31 18:42:24,Hunza,36.1381,75.6988,Debris Flow,Heavy Rainfall,36.0,Valley,Sand,173.7,3001.0,6.68,Geological Survey Report,,,,,,,,,
Landslide,2013-05-17 19:17:35,Hunza,36.4055,75.2053,Debris Flow,Earthquake,28.3,Hilly,Clay,102.4,4503.0,9.44,Geological Survey Report,,,,,,,,,
Landslide,2022-10-04 22:47:37,Hunza,36.5571,76.8158,Mudslide,Earthquake,27.6,Mountainous,Silt,15.5,1232.6,2.93,Geological Survey Report,,,,,,,,,
Landslide,2019-07-28 13:20:57,Skardu,35.4135,75.0467,Mudslide,Glacier Melting,31.5,Hilly,Clay,120.4,1691.4,3.41,Geological Survey Report,,,,,,,,,
Landslide,2018-04-02 13:38:10,Skardu,35.3326,75.5547,Mudslide,Earthquake,72.6,Mountainous,Rocky,117.0,267.1,7.97,Geological Survey Report,,,,,,,,,
Landslide,2021-03-23 23:37:35,Skardu,36.7713,75.0177,Rockfall,Earthquake,46.1,Valley,Clay,137.5,1584.0,4.29,Geological Survey Report,,,,,,,,,
Landslide,2015-10-10 23:03:06,Skardu,36.5423,74.91,Mudslide,Earthquake,72.8,Mountainous,Silt,62.2,3537.6,7.01,Geological Survey Report,,,,,,,,,
Landslide,2022-09-01 16:42:49,Skardu,35.0819,75.1147,Debris Flow,Earthquake,43.6,Mountainous,Rocky,115.5,1778.6,1.55,Geological Survey Report,,,,,,,,,
Landslide,2016-01-07 21:56:39,Skardu,36.6823,74.3187,Rockfall,Glacier Melting,67.4,Mountainous,Clay,71.3,2892.6,9.15,Geological Survey Report,,,,,,,,,
Landslide,2014-03-19 05:49:22,Skardu,36.9054,74.0904,Mudslide,Earthquake,69.5,Hilly,Rocky,198.9,2636.8,0.18,Geological Survey Report,,,,,,,,,
Landslide,2015-08-04 06:18:49,Skardu,35.3759,76.9202,Rockfall,Glacier Melting,36.7,Valley,Sand,50.4,4188.0,7.58,Geological Survey Report,,,,,,,,,
Landslide,2022-04-30 13:22:59,Skardu,35.6133,76.2937,Debris Flow,Glacier Melting,56.7,Valley,Silt,70.9,3354.1,1.7,Geological Survey Report,,,,,,,,,
Landslide,2013-07-04 18:51:48,Skardu,35.0416,74.3192,Mudslide,Heavy Rainfall,76.4,Valley,Sand,115.4,527.9,6.23,Geological Survey Report,,,,,,,,,
Landslide,2018-05-01 19:59:12,Skardu,36.5341,74.481,Debris Flow,Glacier Melting,26.2,Hilly,Sand,159.6,3362.9,5.94,Geological Survey Report,,,,,,,,,
Landslide,2018-07-05 16:56:59,Skardu,35.8483,74.9884,Rockfall,Heavy Rainfall,21.9,Hilly,Clay,134.8,1904.0,7.76,Geological Survey Report,,,,,,,,,
Landslide,2015-06-27 11:11:54,Skardu,36.4328,75.8431,Debris Flow,Earthquake,21.1,Valley,Clay,39.3,3123.3,4.62,Geological Survey Report,,,,,,,,,
Landslide,2020-01-24 20:57:15,Skardu,35.698,75.3261,Rockfall,Glacier Melting,30.0,Valley,Sand,21.4,1590.1,2.49,Geological Survey Report,,,,,,,,,
Landslide,2022-07-10 18:49:07,Skardu,36.7391,76.3379,Debris Flow,Heavy Rainfall,25.7,Valley,Sand,13.4,542.3,4.85,Geological Survey Report,,,,,,,,,
Landslide,2018-02-26 22:37:53,Skardu,36.224,76.0928,Debris Flow,Earthquake,57.5,Valley,Clay,153.9,3721.2,4.42,Geological Survey Report,,,,,,,,,
Landslide,2022-07-06 19:09:34,Skardu,36.4654,74.8755,Mudslide,Earthquake,31.8,Valley,Clay,22.8,4454.2,4.36,Geological Survey Report,,,,,,,,,
Landslide,2016-02-25 04:47:55,Skardu,36.8499,76.6153,Mudslide,Heavy Rainfall,61.9,Valley,Clay,149.5,152.0,4.03,Geological Survey Report,,,,,,,,,
Landslide,2018-06-03 05:21:00,Skardu,35.0499,74.9207,Mudslide,Glacier Melting,50.2,Mountainous,Clay,31.2,4102.2,8.08,Geological Survey Report,,,,,,,,,
Landslide,2014-03-18 14:12:39,Skardu,35.8775,76.1642,Debris Flow,Earthquake,35.1,Valley,Clay,58.5,2736.4,6.71,Geological Survey Report,,,,,,,,,
Landslide,2014-11-17 12:00:55,Skardu,35.9008,75.9596,Rockfall,Earthquake,55.7,Valley,Clay,197.3,4890.0,2.01,Geological Survey Report,,,,,,,,,
Landslide,2018-04-08 02:38:52,Skardu,36.5594,75.3367,Rockfall,Earthquake,32.2,Valley,Clay,58.2,821.6,0.24,Geological Survey Report,,,,,,,,,
Landslide,2021-07-25 22:38:40,Skardu,35.9775,75.2191,Rockfall,Earthquake,78.8,Mountainous,Sand,161.8,2262.4,0.46,Geological Survey Report,,,,,,,,,
Landslide,2018-09-16 16:02:03,Skardu,35.5424,75.842,Mudslide,Glacier Melting,30.2,Valley,Silt,144.7,4447.5,9.76,Geological Survey Report,,,,,,,,,
Landslide,2022-04-28 03:23:51,Skardu,35.8114,75.2855,Rockfall,Earthquake,49.0,Hilly,Rocky,113.2,366.8,5.72,Geological Survey Report,,,,,,,,,
Landslide,2019-12-30 00:58:24,Skardu,36.8298,74.5726,Debris Flow,Earthquake,79.5,Valley,Rocky,199.4,3486.4,4.67,Geological Survey Report,,,,,,,,,
Landslide,2015-10-05 06:09:23,Skardu,36.2635,75.469,Debris Flow,Heavy Rainfall,54.4,Valley,Silt,191.0,4785.5,6.16,Geological Survey Report,,,,,,,,,
Landslide,2021-05-26 17:55:38,Skardu,36.7175,74.2995,Debris Flow,Earthquake,22.9,Hilly,Sand,156.8,4800.4,2.1,Geological Survey Report,,,,,,,,,
Landslide,2013-01-16 10:51:39,Skardu,35.6252,74.757,Mudslide,Glacier Melting,77.0,Valley,Sand,136.6,189.3,6.85,Geological Survey Report,,,,,,,,,
Landslide,2020-09-14 05:43:00,Skardu,36.748,75.722,Debris Flow,Earthquake,73.7,Valley,Clay,195.8,3452.1,3.95,Geological Survey Report,,,,,,,,,
Landslide,2019-01-07 04:08:31,Skardu,36.5609,74.4333,Debris Flow,Heavy Rainfall,36.6,Mountainous,Silt,36.1,4505.3,9.89,Geological Survey Report,,,,,,,,,
Landslide,2021-02-25 09:53:30,Skardu,36.8204,74.7315,Debris Flow,Earthquake,55.6,Mountainous,Clay,105.4,3556.8,7.82,Geological Survey Report,,,,,,,,,
Landslide,2020-11-13 06:56:11,Skardu,36.6591,75.5109,Mudslide,Heavy Rainfall,26.7,Valley,Silt,55.2,2354.5,3.69,Geological Survey Report,,,,,,,,,
Landslide,2013-05-03 20:07:29,Skardu,36.7548,74.273,Debris Flow,Earthquake,49.8,Valley,Silt,165.3,4703.1,0.52,Geological Survey Report,,,,,,,,,
Landslide,2015-08-20 04:22:30,Skardu,35.2934,75.4595,Rockfall,Glacier Melting,48.7,Hilly,Silt,156.6,4601.3,6.21,Geological Survey Report,,,,,,,,,
Landslide,2016-05-10 17:33:56,Skardu,35.0663,76.9199,Debris Flow,Glacier Melting,78.9,Mountainous,Sand,169.1,703.1,0.22,Geological Survey Report,,,,,,,,,
Landslide,2022-02-26 13:00:17,Skardu,35.539,76.8251,Rockfall,Heavy Rainfall,42.7,Valley,Clay,22.4,3510.5,8.79,Geological Survey Report,,,,,,,,,
Landslide,2017-04-03 14:26:28,Skardu,36.4603,74.2052,Mudslide,Heavy Rainfall,25.9,Mountainous,Silt,192.9,4666.3,9.4,Geological Survey Report,,,,,,,,,
Landslide,2014-07-15 20:52:51,Skardu,35.8154,74.4686,Rockfall,Earthquake,35.6,Valley,Silt,71.4,4841.4,1.8,Geological Survey Report,,,,,,,,,
Landslide,2018-01-14 15:23:24,Skardu,35.7999,75.0882,Mudslide,Heavy Rainfall,63.7,Mountainous,Rocky,163.1,3870.7,1.5,Geological Survey Report,,,,,,,,,
Landslide,2020-08-12 04:29:21,Skardu,36.9728,74.9312,Rockfall,Glacier Melting,74.0,Valley,Sand,155.1,4241.0,3.96,Geological Survey Report,,,,,,,,,
Landslide,2018-10-25 21:25:50,Skardu,35.8666,76.4523,Mudslide,Glacier Melting,61.6,Valley,Silt,189.3,3893.8,5.39,Geological Survey Report,,,,,,,,,
Landslide,2022-09-14 18:21:24,Skardu,35.9186,75.2536,Debris Flow,Glacier Melting,35.7,Mountainous,Sand,169.6,3862.9,9.97,Geological Survey Report,,,,,,,,,
Landslide,2015-08-30 06:16:37,Skardu,35.7605,74.2825,Mudslide,Glacier Melting,48.8,Mountainous,Rocky,59.7,1106.2,8.62,Geological Survey Report,,,,,,,,,
Landslide,2017-12-15 13:15:25,Skardu,35.3651,76.1155,Mudslide,Earthquake,65.4,Valley,Silt,89.3,1920.0,0.3,Geological Survey Report,,,,,,,,,
Landslide,2017-08-19 10:12:55,Skardu,35.842,74.7481,Mudslide,Earthquake,76.0,Valley,Rocky,163.2,3210.2,1.3,Geological Survey Report,,,,,,,,,
Landslide,2017-08-09 09:43:34,Skardu,35.9042,76.2126,Mudslide,Heavy Rainfall,32.7,Valley,Clay,153.1,1755.2,3.39,Geological Survey Report,,,,,,,,,
Landslide,2020-04-30 00:48:32,Skardu,35.0817,75.1618,Rockfall,Heavy Rainfall,32.8,Mountainous,Silt,101.9,3310.6,8.16,Geological Survey Report,,,,,,,,,
Landslide,2019-09-17 08:59:37,Skardu,36.9344,76.9377,Rockfall,Earthquake,57.6,Mountainous,Sand,24.9,538.8,7.44,Geological Survey Report,,,,,,,,,
Landslide,2022-09-27 15:55:55,Skardu,35.0194,76.7482,Rockfall,Heavy Rainfall,74.6,Hilly,Sand,107.0,445.9,8.66,Geological Survey Report,,,,,,,,,
Landslide,2015-10-16 00:29:27,Skardu,35.9184,74.5916,Mudslide,Earthquake,59.8,Hilly,Clay,157.3,3179.3,8.99,Geological Survey Report,,,,,,,,,
Landslide,2020-10-03 02:28:41,Skardu,35.1129,74.7184,Debris Flow,Heavy Rainfall,74.9,Mountainous,Sand,100.6,1355.5,1.73,Geological Survey Report,,,,,,,,,
Landslide,2022-03-28 20:14:13,Skardu,35.7217,76.8618,Debris Flow,Heavy Rainfall,39.1,Valley,Silt,175.0,3716.8,6.94,Geological Survey Report,,,,,,,,,
Landslide,2014-05-28 23:34:44,Skardu,35.7169,76.1331,Debris Flow,Glacier Melting,37.0,Hilly,Clay,114.4,1823.7,8.19,Geological Survey Report,,,,,,,,,
Landslide,2020-08-28 02:03:25,Skardu,36.265,76.538,Mudslide,Glacier Melting,45.1,Hilly,Clay,22.7,4635.4,6.08,Geological Survey Report,,,,,,,,,
Landslide,2020-08-31 14:46:29,Skardu,35.4059,74.2351,Mudslide,Earthquake,77.1,Hilly,Sand,140.6,4297.3,4.48,Geological Survey Report,,,,,,,,,
Landslide,2019-09-06 07:25:56,Skardu,36.073,76.7411,Mudslide,Glacier Melting,28.8,Mountainous,Sand,132.2,3932.8,2.98,Geological Survey Report,,,,,,,,,
Landslide,2013-10-13 09:02:05,Skardu,36.9468,76.8412,Rockfall,Heavy Rainfall,58.1,Valley,Clay,176.7,2883.1,3.32,Geological Survey Report,,,,,,,,,
Landslide,2015-12-11 00:04:47,Skardu,36.3788,76.4859,Rockfall,Heavy Rainfall,23.3,Mountainous,Clay,61.8,129.2,2.83,Geological Survey Report,,,,,,,,,
Landslide,2015-04-14 04:50:10,Skardu,35.7929,76.8175,Rockfall,Earthquake,41.4,Valley,Sand,90.8,2114.2,7.87,Geological Survey Report,,,,,,,,,
Landslide,2020-12-15 16:34:12,Skardu,36.7788,76.0792,Debris Flow,Glacier Melting,42.9,Hilly,Sand,84.1,183.1,8.07,Geological Survey Report,,,,,,,,,
Landslide,2016-04-02 05:51:22,Skardu,35.4358,74.4323,Rockfall,Glacier Melting,76.8,Hilly,Silt,15.2,2824.6,0.49,Geological Survey Report,,,,,,,,,
Landslide,2013-05-16 18:36:23,Skardu,36.7819,74.3922,Debris Flow,Earthquake,49.9,Hilly,Rocky,22.7,1683.8,4.32,Geological Survey Report,,,,,,,,,
Landslide,2019-12-14 01:08:12,Skardu,36.119,74.8969,Rockfall,Glacier Melting,49.0,Mountainous,Silt,36.7,2637.0,0.9,Geological Survey Report,,,,,,,,,
Landslide,2018-05-07 14:34:56,Skardu,35.2348,75.3098,Rockfall,Earthquake,50.4,Valley,Sand,160.0,2590.9,2.7,Geological Survey Report,,,,,,,,,
